ID,Name,Height,Weight,Age,Sex,Profession
9257,Мельников Терентий,167.0,94.0,34,м,продавец
9258,Лихачёв Давыд,168.0,54.0,47,м,преподаватель
9259,Русаков Никодим,173.0,101.0,25,м,бухгалтер
9260,Тимофеев Виталий,193.0,108.0,70,м,инженер
9261,Гаврилов Арсентий,167.0,61.0,60,м,студент
9262,Захаров Клим,185.0,102.0,80,м,бухгалтер
9263,Панфилов Давыд,184.0,52.0,82,м,программист
9264,Вишняков Пётр,167.0,70.0,84,м,преподаватель
9265,Авдеев Юлий,180.0,51.0,67,м,программист
9266,Костин Мартин,184.0,87.0,46,м,программист
9267,Беляев Егор,192.0,96.0,34,м,продавец
9268,Миронов Матвей,170.0,51.0,57,м,бухгалтер
9269,Гордеев Виссарион,190.0,87.0,63,м,студент
9270,Ермаков Никифор,176.0,69.0,75,м,программист
9271,Сысоев Чарли,183.0,113.0,59,м,сантехник
9272,Кондратьев Егор,186.0,,78,м,бухгалтер
9273,Богданов Парамон,183.0,96.0,25,м,сантехник
9274,Андреев Гордей,191.0,,36,м,инженер
9275,Блохин Викентий,185.0,55.0,49,м,продавец
9276,Николаев Ян,191.0,71.0,81,м,программист
9277,Антонов Дамир,170.0,85.0,18,м,продавец
9278,Попов Пётр,,83.0,32,м,продавец
9279,Белозёров Климент,172.0,93.0,47,м,инженер
9280,Брагин Никодим,191.0,74.0,25,м,преподаватель
9281,Смирнов Бенедикт,170.0,117.0,25,м,автослесарь
9282,Лазарев Игнатий,193.0,76.0,87,м,продавец
9283,Сысоев Геннадий,181.0,62.0,60,м,продавец
9284,Ефимов Руслан,189.0,88.0,60,м,бухгалтер
9285,Князев Марат,175.0,54.0,52,м,программист
9286,Матвеев Эдуард,177.0,110.0,28,м,бухгалтер
9287,Карпов Эдуард,166.0,110.0,19,м,автослесарь
9288,Архипов Ринат,169.0,56.0,23,м,программист
9289,Селезнёв Анисий,192.0,84.0,20,м,врач
9290,Кириллов Филипп,177.0,55.0,32,м,сантехник
9291,Носов Ярослав,,76.0,54,м,программист
9292,Лукин Тихон,166.0,80.0,44,м,студент
9293,Антонов Антон,190.0,97.0,60,м,врач
9294,Калинин Станислав,193.0,71.0,63,м,бухгалтер
9295,Кудрявцев Аполлон,175.0,56.0,82,м,бухгалтер
9296,Исаков Мартын,178.0,108.0,85,м,врач
9297,Лапин Яков,189.0,78.0,26,м,сантехник
9298,Маслов Савелий,166.0,89.0,77,м,продавец
9299,Логинов Ждан,179.0,70.0,63,м,продавец
9300,Никитин Еремей,191.0,76.0,51,м,бухгалтер
9301,Корнилов Агафон,182.0,110.0,65,м,продавец
9302,Ефимов Владислав,173.0,62.0,60,м,врач
9303,Фокин Анисий,167.0,83.0,86,м,продавец
9304,Гришин Кузьма,191.0,53.0,85,м,сантехник
9305,Игнатов Владлен,168.0,115.0,41,м,сантехник
9306,Комиссаров Флор,175.0,83.0,67,м,бухгалтер
9307,Фадеев Аполлинарий,185.0,85.0,53,м,преподаватель
9308,Дмитриев Борислав,190.0,59.0,86,м,инженер
9309,Зыков Иван,184.0,118.0,44,м,инженер
9310,Орехов Демьян,165.0,66.0,51,м,бухгалтер
9311,Андреев Валентин,,97.0,27,м,сантехник
9312,Николаев Анатолий,176.0,103.0,23,м,бухгалтер
9313,Денисов Аркадий,171.0,80.0,46,м,бухгалтер
9314,Зимин Артур,190.0,113.0,40,м,инженер
9315,Ширяев Радик,168.0,64.0,52,м,врач
9316,Михайлов Лукьян,173.0,77.0,37,м,студент
9317,Мухин Всеволод,173.0,,38,м,сантехник
9318,Гордеев Игнат,190.0,114.0,54,м,продавец
9319,Осипов Алексей,185.0,85.0,53,м,программист
9320,Туров Арсентий,178.0,51.0,84,м,студент
9321,Силин Аристарх,169.0,104.0,53,м,сантехник
9322,Казаков Ян,170.0,80.0,78,м,студент
9323,Ситников Макарий,180.0,95.0,81,м,сантехник
9324,Пахомов Митрофан,182.0,82.0,42,м,врач
9325,Поляков Александр,174.0,101.0,55,м,преподаватель
9326,Калинин Виктор,186.0,100.0,77,м,сантехник
9327,Ермаков Андрей,,109.0,72,м,продавец
9328,Якушев Бронислав,190.0,93.0,50,м,программист
9329,Комиссаров Альберт,171.0,85.0,89,м,автослесарь
9330,Белозёров Мирослав,168.0,89.0,40,м,продавец
9331,Брагин Игорь,181.0,107.0,20,м,продавец
9332,Куликов Вольдемар,169.0,98.0,63,м,студент
9333,Васильев Феликс,172.0,95.0,32,м,инженер
9334,Третьяков Радослав,172.0,81.0,18,м,бухгалтер
9335,Доронин Мартын,177.0,87.0,63,м,бухгалтер
9336,Мамонтов Виктор,171.0,110.0,40,м,бухгалтер
9337,Кулагин Григорий,174.0,88.0,53,м,продавец
9338,Громов Эдуард,192.0,69.0,43,м,автослесарь
9339,Савин Яков,185.0,99.0,27,м,программист
9340,Шилов Геннадий,176.0,118.0,75,м,продавец
9341,Самсонов Бенедикт,165.0,88.0,65,м,продавец
9342,Мышкин Илья,177.0,59.0,34,м,автослесарь
9343,Князев Сидор,182.0,81.0,82,м,инженер
9344,Громов Никифор,184.0,80.0,53,м,врач
9345,Миронов Никанор,176.0,66.0,24,м,сантехник
9346,Логинов Эдуард,183.0,50.0,78,м,бухгалтер
9347,Гуляев Альберт,173.0,105.0,65,м,продавец
9348,Фёдоров Илья,167.0,79.0,58,м,программист
9349,Лаврентьев Илларион,183.0,67.0,32,м,преподаватель
9350,Ширяев Родион,180.0,85.0,78,м,бухгалтер
9351,Осипов Фёдор,167.0,72.0,64,м,бухгалтер
9352,Марков Евгений,178.0,61.0,18,м,продавец
9353,Беспалов Давид,186.0,67.0,26,м,инженер
9354,Белоусов Данил,177.0,60.0,71,м,сантехник
9355,Блохин Трофим,169.0,81.0,54,м,врач
9356,Лаврентьев Никифор,187.0,57.0,65,м,продавец
9357,Антонов Аполлон,173.0,119.0,79,м,автослесарь
9358,Лихачёв Илларион,188.0,111.0,53,м,врач
9359,Воробьёв Даниил,168.0,80.0,87,м,программист
9360,Рябов Феликс,170.0,62.0,69,м,сантехник
9361,Яковлев Вадим,188.0,113.0,19,м,инженер
9362,Одинцов Никита,175.0,66.0,75,м,студент
9363,Шилов Антоний,177.0,76.0,70,м,студент
9364,Дорофеев Никанор,,115.0,32,м,инженер
9365,Гурьев Игорь,169.0,116.0,69,м,продавец
9366,Авдеев Давид,194.0,61.0,26,м,врач
9367,Фомичёв Ренат,185.0,71.0,19,м,сантехник
9368,Овчинников Никодим,,85.0,38,м,бухгалтер
9369,Матвеев Серафим,167.0,68.0,29,м,сантехник
9370,Юдин Парамон,185.0,61.0,77,м,продавец
9371,Дорофеев Глеб,176.0,68.0,67,м,инженер
9372,Абрамов Вячеслав,188.0,67.0,25,м,студент
9373,Лобанов Архип,194.0,66.0,45,м,бухгалтер
9374,Морозов Демьян,193.0,100.0,40,м,инженер
9375,Матвеев Георгий,184.0,97.0,86,м,продавец
9376,Комаров Ростислав,182.0,113.0,72,м,бухгалтер
9377,Зимин Мирон,166.0,52.0,25,м,автослесарь
9378,Назаров Радомир,186.0,98.0,47,м,преподаватель
9379,Брагин Семён,176.0,,77,м,врач
9380,Сазонов Савелий,174.0,83.0,28,м,бухгалтер
9381,Дьячков Добрыня,175.0,87.0,69,м,автослесарь
9382,Ефремов Данила,193.0,93.0,71,м,продавец
9383,Ковалёв Вольдемар,175.0,67.0,46,м,программист
9384,Кузнецов Всеволод,,97.0,46,м,студент
9385,Блинов Добрыня,179.0,97.0,26,м,продавец
9386,Никифоров Мартин,167.0,102.0,50,м,бухгалтер
9387,Веселов Алексей,172.0,113.0,42,м,бухгалтер
9388,Белозёров Эрик,190.0,55.0,78,м,врач
9389,Лихачёв Егорий,180.0,84.0,72,м,сантехник
9390,Моисеев Аристарх,192.0,50.0,62,м,врач
9391,Ермаков Макарий,169.0,55.0,59,м,продавец
9392,Маслов Бронислав,,87.0,40,м,автослесарь
9393,Князев Фома,188.0,76.0,50,м,преподаватель
9394,Бобылёв Захар,170.0,71.0,85,м,инженер
9395,Корнилов Василий,192.0,84.0,88,м,автослесарь
9396,Лыткин Ярослав,193.0,86.0,86,м,инженер
9397,Колобов Елисей,185.0,68.0,51,м,студент
9398,Беспалов Влад,184.0,101.0,76,м,преподаватель
9399,Красильников Анастасий,185.0,76.0,52,м,врач
9400,Игнатьев Авраам,176.0,76.0,72,м,преподаватель
9401,Богданов Макарий,172.0,50.0,36,м,врач
9402,Самсонов Дамир,194.0,86.0,48,м,сантехник
9403,Воронов Радий,184.0,53.0,76,м,бухгалтер
9404,Суханов Сидор,184.0,103.0,29,м,автослесарь
9405,Исаев Мартын,168.0,108.0,58,м,студент
9406,Котов Митрофан,187.0,54.0,62,м,бухгалтер
9407,Трофимов Макар,167.0,66.0,74,м,инженер
9408,Смирнов Радослав,174.0,53.0,83,м,продавец
9409,Колобов Роман,193.0,72.0,80,м,преподаватель
9410,Шестаков Кирилл,174.0,107.0,78,м,программист
9411,Сидоров Кир,179.0,106.0,69,м,инженер
9412,Тетерин Зорийй,186.0,90.0,76,м,инженер
9413,Кулагин Вилен,176.0,95.0,26,м,продавец
9414,Панов Родион,193.0,65.0,28,м,преподаватель
9415,Соколов Архип,182.0,50.0,51,м,студент
9416,Архипов Никон,,59.0,18,м,инженер
9417,Борисов Илья,186.0,,50,м,автослесарь
9418,Гришин Давыд,169.0,50.0,23,м,сантехник
9419,Дроздов Максим,171.0,84.0,84,м,продавец
9420,Дьячков Данила,176.0,80.0,33,м,автослесарь
9421,Миронов Бенедикт,190.0,61.0,68,м,преподаватель
9422,Кулаков Назар,168.0,87.0,69,м,инженер
9423,Казаков Агафон,182.0,92.0,32,м,студент
9424,Петров Кир,181.0,89.0,86,м,автослесарь
9425,Кириллов Митрофан,183.0,102.0,70,м,программист
